model.name,product,firm,market,id,price,mpd,air,mpg,space,hpwt,trend,share,outshr,y,year,constant,ln_hpwt,ln_mpg,ln_space
ODOMEG,380,19,3,455,5.947778678141989,1.9362061855670105,0,1.6920000000000002,1.4454,0.31446540880503143,2,7.275512102950228e-4,0.8857763924476445,0.4458521694182185,1973,1,-1.1568811967920856,0.5259112611840316,0.36838609986674364
ODTRND,387,19,3,462,12.254084984448296,1.3262783505154638,0,1.159,1.816,0.5371723248818221,2,6.574814984468716e-4,0.8857763924476445,0.3445844051035776,1973,1,-0.6214363330059449,0.1475575643576147,0.5966362801791015
OP53  ,391,26,3,1572,5.880211110574422,2.534690721649484,0,2.215,1.0206000000000002,0.3557874762808349,2,8.322478134528121e-4,0.8857763924476445,0.5802980298714795,1973,1,-1.0334217031308968,0.7952524034970989,0.020390689647734196
PG504 ,393,14,3,1573,9.526607506970818,2.055216494845361,0,1.796,1.1682000000000001,0.32,2,2.1514765456133067e-5,0.8857763924476445,-3.075092754488413,1973,1,-1.1394342831883648,0.5855619698800079,0.15546410262407206
PLBARC,405,16,3,467,6.6099408403041515,1.7039072164948452,0,1.489,1.4667999999999999,0.47770700636942676,2,2.540259665898453e-4,0.8857763924476445,-0.6063957268461042,1973,1,-0.7387576918119976,0.398104753701872,0.38308315721503383
PLFURY,410,16,3,473,8.051382281745592,1.4681752577319584,0,1.283,1.7920000000000003,0.3880983182406209,2,3.0385490774273894e-4,0.8857763924476445,-0.4272819089969433,1973,1,-0.946496573931221,0.24920108563349933,0.5833323145527389
PLSATL,418,16,3,469,6.3599408403041515,1.6981855670103092,0,1.484,1.6906,0.30434782608695654,2,0.002215705921928456,0.8857763924476445,1.5594941130417492,1973,1,-1.1895840668738362,0.3947411447451887,0.5250834955126903
PLVALA,421,16,3,465,5.510841741205052,2.0472061855670103,0,1.7890000000000001,1.3916,0.331588132635253,2,0.004863109978671324,0.8857763924476445,2.345601206236055,1973,1,-1.1038616445542535,0.5816568045265822,0.3304541642956499
PS911T,427,12,3,1575,18.46579669616001,2.1925360824742266,0,1.916,1.0816,0.531958762886598,2,8.356833049428134e-5,0.8857763924476445,-1.7181675928273261,1973,1,-0.6311893060158655,0.6502396795486688,0.07844142630656249
PS914R,429,12,3,1574,10.470301200664512,2.5324020618556697,0,2.213,1.04,0.35530621785881256,2,1.6478907513706179e-4,0.8857763924476445,-1.0391658956741825,1973,1,-1.0347752758020288,0.7943490610689127,0.03922071315328133
PTBNNV,448,19,3,483,9.375706606069917,1.3125463917525773,0,1.147,1.8,0.39233787214401106,2,5.634635480038363e-4,0.8857763924476445,0.1902704235324375,1973,1,-0.935631891695602,0.13714983814723367,0.5877866649021191
PTCATL,450,19,3,482,8.490571470934782,1.481907216494845,0,1.295,1.8,0.35427491733585265,2,0.0024864799095320575,0.8857763924476445,1.6747910789958311,1973,1,-1.037682064604509,0.258510695151501,0.5877866649021191
PTFIRB,452,19,3,480,6.5198507502140615,1.935061855670103,0,1.691,1.4282,0.31655587211142766,2,7.270788302151476e-4,0.8857763924476445,0.44520268455495327,1973,1,-1.1502555218199482,0.5253200699164433,0.3564149101328725
PTGRNP,457,19,3,485,10.321652552015864,1.3651855670103092,0,1.193,1.7143,0.5714285714285713,2,0.0020708283828855265,0.8857763924476445,1.491871771867495,1973,1,-0.5596157879354229,0.1764711431157791,0.5390048340312983
PTLEMA,459,19,3,477,6.5716525520158635,1.702762886597938,0,1.488,1.6536000000000002,0.27739251040221913,2,0.002975579381325241,0.8857763924476445,1.8543618297355717,1973,1,-1.2823217707369123,0.3974329364109001,0.5029547293854215
PTVNTU,466,19,3,475,5.587418317781629,1.9739690721649483,0,1.725,1.4454,0.3201024327784891,2,0.0010838832505475316,0.8857763924476445,0.8444732544442148,1973,1,-1.1391142319774397,0.5452270504833231,0.36838609986674364
RNR12 ,472,24,3,1576,5.850931831295143,2.414536082474227,0,2.1100000000000003,1.131,0.34400382226469184,2,4.889849554101833e-5,0.8857763924476445,-2.2540855893329272,1973,1,-1.0671025104358987,0.7466879474879753,0.1231021971339834
SA992 ,480,11,3,1577,8.659490389853701,2.0105876288659794,0,1.7570000000000001,1.1591,0.42338709677419356,2,2.390529495125897e-6,0.8857763924476445,-5.272317331824631,1973,1,-0.8594683960074587,0.5636078092049602,0.14764384191256227
SBA22L,485,5,3,1578,5.965796696160007,2.889432989690721,0,2.525,0.96,0.30851063829787234,2,2.497602313230937e-4,0.8857763924476445,-0.623330836359921,1973,1,-1.17599895228353,0.9262410627273231,-0.040821994520255166
TY1600,497,1,3,1580,5.470301200664512,2.620515463917526,0,2.29,0.948,0.43564356435643564,2,7.01412845875263e-7,0.8857763924476445,-6.4984908461307604,1973,1,-0.8309308829229983,0.8285518175661483,-0.053400776727115296
TYCELI,499,1,3,1583,7.114445344808656,2.3721958762886595,0,2.073,1.0332,0.41738382099827886,2,8.531470533503199e-4,0.8857763924476445,0.6050997088120535,1973,1,-0.8737490464743732,0.7289968334536425,0.032660782239548276
TYCORO,503,1,3,1582,6.033364263727575,2.4030927835051545,0,2.1,0.9405,0.4190064794816415,2,8.775533574772041e-4,0.8857763924476445,0.6333055404250993,1973,1,-0.8698688950229059,0.7419373447293773,-0.06134363024105197
TYMXMK,513,1,3,1584,7.497328227691539,2.057505154639175,0,1.798,1.1328,0.44688644688644685,2,3.620578594025108e-4,0.8857763924476445,-0.25202818765060275,1973,1,-0.8054507504517032,0.5866749360494286,0.1246924439573183
VV144 ,518,7,3,1589,9.774355254718566,2.0918350515463917,0,1.828,1.1656,0.40686823441582687,2,1.7395038577706524e-4,0.8857763924476445,-0.9850620999657789,1973,1,-0.8992658943214192,0.6032224730319583,0.153235975898858
VV164E,520,7,3,1588,13.231562461925774,1.8492371134020618,0,1.616,1.2648000000000001,0.4201400466822274,2,2.1743798222133154e-4,0.8857763924476445,-0.7619185486515683,1973,1,-0.8671671788034855,0.4799539600989037,0.23491400691312533
VW411 ,538,7,3,1586,8.105436335799647,2.1032783505154633,0,1.8379999999999999,1.2144000000000001,0.32409381663113,2,4.362072173950386e-4,0.8857763924476445,-0.06571481960907466,1973,1,-1.1267222476000032,0.6086780239334952,0.19425012765922856
AMAMBS,18,15,4,494,9.247044982986388,1.397451127819549,1,1.508,1.6280000000000001,0.3895092183848351,3,2.2892019564399482e-4,0.8945337987542327,-0.7202969144186167,1974,1,-0.9428677467246075,0.41078426958576436,0.4873522675803486
AMGREM,23,15,4,486,5.032034840998558,1.671751879699248,0,1.8039999999999998,1.2141,0.3775009437523594,3,0.0014613519501693072,0.8945337987542327,1.1334469129034446,1974,1,-0.9741822102899327,0.5900064216404318,0.19400306156779248
AMHORN,24,15,4,488,5.72777520611012,1.692139097744361,0,1.826,1.3277,0.35298270384751146,3,0.0016515335200590832,0.8945337987542327,1.2557891747623078,1974,1,-1.0413362208483796,0.6021277821727767,0.2834481219197194
AMJAVL,25,15,4,490,6.082744780146631,1.5855695488721804,0,1.7109999999999999,1.4896,0.34855350296270476,3,2.4462466730766554e-4,0.8945337987542327,-0.6539453008925342,1974,1,-1.0539635369992277,0.5370779949100564,0.3985076275406656
AMMATA,26,15,4,492,6.190249851140546,1.4326654135338346,0,1.546,1.677,0.29197080291970806,3,0.0010830093502222594,0.8945337987542327,0.83382851399631,1974,1,-1.2311014717141886,0.4356709501652302,0.5170064828410719
BKAPOL,37,19,4,495,6.206477031667929,1.5494285714285714,0,1.672,1.46,0.30712530712530717,3,6.84684308069618e-4,0.8945337987542327,0.37528750130146094,1974,1,-1.1804994481402937,0.5140205146625099,0.37843643572024505
BKCENT,38,19,4,497,7.7805135428241154,1.2000657894736841,0,1.295,1.6906,0.3856041131105398,3,0.002172247537031618,0.8945337987542327,1.529847275287529,1974,1,-0.9529440495221906,0.258510695151501,0.5250834955126903
BKLSAB,45,19,4,500,8.833251879538112,1.1046165413533833,0,1.192,1.8079999999999998,0.34586119437399127,3,0.0028373813803770744,0.8945337987542327,1.7969664900451328,1974,1,-1.0617177567450646,0.17563256864315796,0.5922212619699847
BKRIVE,50,19,4,503,11.516821859254135,0.9442988721804509,0,1.019,1.816,0.4593175853018373,3,2.519822192494739e-4,0.8945337987542327,-0.6243118401100869,1974,1,-0.7780134012031868,0.018821754240587667,0.5966362801791015
CDDEVI,89,19,4,505,16.429600763919453,0.9887800751879697,0,1.067,1.848,0.40739268680445145,3,0.0026080570767665788,0.8945337987542327,1.7126904414720174,1974,1,-0.8979777262478227,0.06485097231961627,0.6141039732194925
CDELDR,91,19,4,506,18.478282305501597,0.8460695488721806,0,0.913,1.7920000000000003,0.42338709677419356,3,5.111547733511699e-4,0.8945337987542327,0.0830020610159119,1974,1,-0.8594683960074587,-0.09101939838716855,0.5833323145527389
CVCAMA,130,19,4,515,6.413373583392068,1.2704943609022556,0,1.371,1.47,0.4381988516168026,3,0.0019007566573303791,0.8945337987542327,1.396336959979645,1974,1,-0.8250824725069922,0.31554040058017735,0.3852624007906449
CVCORV,139,19,4,522,12.336294475886996,1.35575,0,1.463,1.2833999999999999,0.5893019038984587,3,4.1455903460000277e-4,0.8945337987542327,-0.1264549785212905,1974,1,-0.5288166563638197,0.3804891220379873,0.2495128063342778
CVIMPA,140,19,4,519,8.387004415035069,1.1351973684210528,0,1.225,1.784,0.3448275862068965,3,0.007878377436840712,0.8945337987542327,2.818206886021078,1974,1,-1.0647107369924285,0.20294084399669038,0.5788580341578177
CVMNTC,143,19,4,517,7.87990502355434,1.3307293233082704,0,1.436,1.6692000000000002,0.369332654100866,3,0.003969552554937781,0.8945337987542327,2.132738294166277,1974,1,-0.9960575394217863,0.3618614706260324,0.5123444697352606
CVNOVA,146,19,4,510,5.76225796473081,1.544795112781955,0,1.6670000000000003,1.4381,0.3132832080200501,3,0.004295110293605339,0.8945337987542327,2.211562147025922,1974,1,-1.1606476795875624,0.5110256037686571,0.36332279791019684
CVVEGA,150,19,4,508,5.080716382580708,1.8385563909774436,0,1.984,1.1616,0.3165892781764457,3,0.004507907974861698,0.8945337987542327,2.259918094613357,1974,1,-1.1501499976284295,0.6851150088626811,0.14979836508839456
DGCHAR,156,16,4,535,6.514793461688213,1.3177556390977445,0,1.4220000000000002,1.6478000000000002,0.3025936599423631,3,1.0817552220503602e-4,0.8945337987542327,-1.4699152530893862,1974,1,-1.195364429789336,0.35206433138104926,0.4994410648993527
DGCHLN,157,16,4,531,6.374834029639532,1.35296992481203,0,1.46,1.4925,0.46511627906976744,3,1.3282610816158744e-4,0.8945337987542327,-1.2646295512764336,1974,1,-0.7654678421395714,0.37843643572024505,0.40045256628462006
DGCOLT,159,16,4,525,5.7115480255827364,1.9312255639097744,0,2.084,1.1072,0.39627039627039623,3,3.253765868205064e-4,0.8945337987542327,-0.36868712639802226,1974,1,-0.9256584818777553,0.7342891238911206,0.10183430588126803
DGCORN,161,16,4,532,6.6344689180776655,1.3548233082706767,0,1.462,1.677,0.2991452991452992,3,0.0015677438234187532,0.8945337987542327,1.2037224430427074,1974,1,-1.2068258733083423,0.37980536132758674,0.5170064828410719
DGDART,162,16,4,528,6.00566567264156,1.611516917293233,0,1.739,1.428,0.31096563011456624,3,0.004156236500703705,0.8945337987542327,2.178694889849595,1974,1,-1.1680728870111092,0.5533102353721461,0.3562748639173926
DTHL61,188,2,4,1595,7.299783319700384,1.8561635338345865,0,2.003,1.0962,0.41488451668092385,3,0.0010522274709808676,0.8945337987542327,0.8049942304937492,1974,1,-0.8797550705345852,0.6946460566836813,0.09184965362987904
DTJHL7,194,2,4,1597,6.4681403176719865,1.8895244360902257,0,2.039,1.0836,0.4159212880143113,3,4.649471175954182e-4,0.8945337987542327,-0.011746693079447645,1974,1,-0.8772592481276882,0.7124594915923183,0.0802888312288029
FDLTD ,222,18,4,551,8.863677843026956,1.0879360902255637,0,1.174,1.784,0.3801032379164712,3,0.00583614118696264,0.8945337987542327,2.518154735171656,1974,1,-0.9673123844321325,0.16041672140590466,0.5788580341578177
FDMAVE,226,18,4,542,5.72777520611012,1.7950018796992482,0,1.937,1.3774,0.2946334619431778,3,0.003044967462341318,0.8945337987542327,1.867575127886406,1974,1,-1.2220231970753128,0.6611403844248589,0.3201976641284608
FDMUST,228,18,4,547,6.356578451546226,1.6652650375939848,0,1.797,1.2425,0.33587786259541985,3,0.0038717166227721805,0.8945337987542327,2.107782892852401,1974,1,-1.0910076892828904,0.586118607801422,0.2171254789886467
FDPINT,229,18,4,539,5.125341129031012,1.7180864661654134,0,1.8539999999999999,1.1829999999999998,0.3372681281618887,3,0.004986789849922662,0.8945337987542327,2.3608772984815483,1974,1,-1.0868770324496888,0.6173454671436633,0.1680535849962496
FDTHNB,235,18,4,553,14.867734638158803,1.051795112781955,1,1.135,1.8,0.45595854922279794,3,6.639354542034196e-4,0.8945337987542327,0.3445145706282,1974,1,-0.7853533744266791,0.126632650933366,0.5877866649021191
FDTORI,238,18,4,545,6.792683928219653,1.3715037593984962,0,1.48,1.7280000000000002,0.24581307401404648,3,0.00379531234758859,0.8945337987542327,2.0878516248744825,1974,1,-1.403183893622547,0.3920420877760237,0.546964670381864
FT124 ,239,17,4,1600,6.13751151442655,1.8978646616541355,0,2.048,1.079,0.3274215552523875,3,4.476958878530719e-4,0.8945337987542327,-0.049556186443664885,1974,1,-1.11650677854466,0.7168637071772613,0.07603468627599758
FT128 ,241,17,4,1598,5.5979577618910525,2.2073796992481203,0,2.382,0.9548,0.2552083333333333,3,3.925978568343018e-4,0.8945337987542327,-0.18088454367481432,1974,1,-1.365675073917155,0.8679404709331084,-0.04625338451746204
HDCIVI,257,3,4,1602,4.817024699010728,2.4242255639097743,0,2.616,0.8613999999999999,0.32098765432098764,3,3.4648774438080903e-4,0.8945337987542327,-0.30582291834622755,1974,1,-1.1363526166509568,0.9616464335949523,-0.1491963063621269
IMLEBA,266,16,4,554,15.829195084406265,1.0332612781954886,1,1.115,1.8559999999999999,0.4632426988922457,3,1.7007371486699275e-4,0.8945337987542327,-1.0174384066680062,1974,1,-0.769504174562032,0.10885440491208208,0.6184236343640087
LCCONT,277,18,4,555,16.709519628016814,1.022140977443609,1,1.103,1.864,0.40104458123484427,3,5.375193344759835e-4,0.8945337987542327,0.13329436387467553,1974,1,-0.9136826827058292,0.0980337402713654,0.6227247162633995
LCMARK,278,18,4,556,20.67706526696205,0.937812030075188,1,1.012,1.832,0.41029466616933985,3,6.762537798029626e-4,0.8945337987542327,0.3628980529041961,1974,1,-0.8908796794494973,0.011928570865273812,0.6054082662519386
MB230 ,296,9,4,1606,17.078687985014785,1.5040206766917292,0,1.623,1.3159999999999998,0.32894736842105265,3,3.462787230188259e-5,0.8945337987542327,-2.6090114509643367,1974,1,-1.1118575154181303,0.48427628853245414,0.2745968329031253
MB240D,297,9,4,1607,17.67706526696205,1.8672838345864657,0,2.0149999999999997,1.3560999999999999,0.20129870129870128,3,1.3472123517690174e-4,0.8945337987542327,-1.250462647671693,1974,1,-1.602965397928483,0.7006191953986461,0.30461293311176246
MB280 ,301,9,4,1608,22.21053382679978,1.4400789473684208,1,1.5539999999999998,1.295,0.3903903903903904,3,8.710616891713e-5,0.8945337987542327,-1.686542659563253,1974,1,-0.9406080395248614,0.4408322519454556,0.258510695151501
MB450S,314,9,4,1609,32.088829972844394,1.3390695488721804,1,1.4449999999999998,1.554,0.46035805626598464,3,6.276214762482059e-5,0.8945337987542327,-2.0143182196755394,1974,1,-0.7757507090951554,0.36810932156439535,0.4408322519454557
MCCOME,320,18,4,558,4.632440520511743,1.8237293233082705,0,1.968,1.3986999999999998,0.30226700251889166,3,0.0011554561542856349,0.8945337987542327,0.8985801171652392,1974,1,-1.1964445379051445,0.6770177986300616,0.33554323380312107
MCCOUG,321,18,4,561,9.545219425177057,1.0814492481203009,0,1.167,1.6985,0.38072855464159816,3,0.0010152446246673077,0.8945337987542327,0.7692145053638928,1974,1,-0.9656686127810447,0.15443635330441896,0.5297455086185014
MCMONT,330,18,4,560,6.583758978929593,1.302001879699248,0,1.405,1.7380000000000002,0.22950819672131148,3,0.002308069618048298,0.8945337987542327,1.590496424373855,1974,1,-1.4718165345580525,0.3400373027857091,0.5527350268432004
ODCUTL,376,19,4,567,7.845422264933649,1.1833853383458646,0,1.277,1.6555,0.45871559633027525,3,0.003851553028719535,0.8945337987542327,2.102561363429034,1974,1,-0.7793248768009976,0.24451357705040216,0.5041030780051639
ODDELT,377,19,4,569,8.869763035724725,1.0555018796992481,0,1.139,1.816,0.40946314831665154,3,0.002493304349037805,0.8945337987542327,1.667693790917082,1974,1,-0.8929083716392558,0.1301506844650451,0.5966362801791015
ODOMEG,380,19,4,565,6.228789404893082,1.6003966165413532,0,1.7269999999999999,1.46,0.3056234718826406,3,5.913353678079232e-4,0.8945337987542327,0.22871294808409548,1974,1,-1.1854014187405006,0.5463857991645414,0.37843643572024505
ODTORN,385,19,4,572,12.034063238564482,0.9257650375939849,0,0.999,1.8239999999999998,0.48957002979991476,3,3.3053244708275854e-4,0.8945337987542327,-0.35296553638340455,1974,1,-0.7142277633016172,-0.0010005003335835344,0.6010318916521395
OP1900,388,26,4,1610,6.4397427517490655,1.734766917293233,0,1.8719999999999999,1.0206000000000002,0.3486750348675035,3,6.608280032886028e-4,0.8945337987542327,0.3398232325686017,1974,1,-1.053614922737374,0.6270073780554002,0.020390689647734196
PG540 ,399,14,4,1611,9.7967407233515,1.7106729323308272,0,1.846,1.1682000000000001,0.31428571428571433,3,2.768836308404052e-5,0.8945337987542327,-2.832658146943249,1974,1,-1.157452788691043,0.6130211360806604,0.15546410262407206
PLBARC,405,16,4,578,6.59592936432513,1.3029285714285714,0,1.4060000000000001,1.4896,0.4545454545454546,3,8.522497665928125e-5,0.8945337987542327,-1.7083758224461132,1974,1,-0.78845736036427,0.34074879338847325,0.3985076275406656
PLGRNF,412,16,4,585,9.482339100633448,1.0323345864661655,0,1.114,1.784,0.4233409610983982,3,0.001484790212226356,0.8945337987542327,1.149358403430731,1974,1,-0.8595773700172653,0.10795714150509236,0.5788580341578177
PLSATL,418,16,4,579,6.543191027611134,1.3186823308270677,0,1.423,1.704,0.29829545454545453,3,0.001861418837005142,0.8945337987542327,1.3754239249071611,1974,1,-1.2096708254405737,0.35276731910771536,0.532978428407124
PLVALA,421,16,4,575,5.967126118889024,1.6059567669172932,0,1.7329999999999999,1.4128999999999998,0.3130148270181219,3,0.0048975934673857,0.8945337987542327,2.3428288677520515,1974,1,-1.1615047188990122,0.549854010733469,0.34564432978962495
PS1.8R,423,12,4,1612,10.952927335927564,1.9645864661654138,0,2.12,1.0530000000000002,0.3499260719566289,3,1.342892576954698e-4,0.8945337987542327,-1.2536742536437782,1974,1,-1.0500333697904536,0.7514160886839212,0.0516432331518386
PS911S,426,12,4,1613,24.08680157527848,1.7106729323308272,0,1.846,1.0816,0.6177105831533477,3,6.783439934227945e-5,0.8945337987542327,-1.9366009353876485,1974,1,-0.4817352432663815,0.6130211360806604,0.07844142630656249
PTCATL,450,19,4,593,8.49856628116083,1.0888627819548873,0,1.175,1.8079999999999998,0.4075454122030741,3,0.0021568217605172583,0.8945337987542327,1.522720643329384,1974,1,-0.8976029115211664,0.16126814759612232,0.5922212619699847
PTFIRB,452,19,4,591,6.764286362296732,1.655998120300752,0,1.7870000000000001,1.4504,0.3045994517209869,3,9.390772403606315e-4,0.8945337987542327,0.6912273673319831,1974,1,-1.1887576385194556,0.5805382361772911,0.3718393804585042
PTGRNP,457,19,4,596,10.011750865339328,1.0888627819548873,0,1.175,1.7004000000000001,0.54931640625,3,0.0011274054875074898,0.8945337987542327,0.8740038764379703,1974,1,-0.5990806715208778,0.16126814759612232,0.530863517502498
PTLEMA,459,19,4,588,6.563475003270364,1.325169172932331,0,1.4300000000000002,1.704,0.27563395810363833,3,0.0017932500034836894,0.8945337987542327,1.3381145303509054,1974,1,-1.2886815322528904,0.35767444427181605,0.532978428407124
PTVNTU,466,19,4,586,5.924529770004644,1.5531353383458648,0,1.6760000000000002,1.46,0.3155569580309246,3,8.353051015147082e-4,0.8945337987542327,0.5741266825490801,1974,1,-1.1534160807087837,0.5164100020598914,0.37843643572024505
RNR12 ,472,24,4,1614,5.668951676698356,2.0007274436090223,0,2.159,1.131,0.31204992798847814,3,3.0140880397976675e-5,0.8945337987542327,-2.7477879635420077,1974,1,-1.1645920783712893,0.7696451515326702,0.1231021971339834
SA99LE,483,11,4,1615,9.833251879538112,1.6142969924812032,0,1.7420000000000002,1.1591,0.4104769351055513,3,5.677020191463568e-5,0.8945337987542327,-2.1146587927083154,1974,1,-0.8904355389872188,0.5550338784303112,0.14764384191256227
SBDL  ,486,5,4,1616,6.6872072547916614,2.134171052631579,0,2.303,0.96,0.29975429975429974,3,1.689449995122835e-4,0.8945337987542327,-1.0240971513173722,1974,1,-1.2047921407093385,0.8342126208385481,-0.040821994520255166
TYCELI,499,1,4,1621,6.792683928219653,1.7625676691729322,0,1.902,1.0332,0.4,3,8.245474687513063e-4,0.8945337987542327,0.5611643465170602,1974,1,-0.916290731874155,0.6429059641231986,0.032660782239548276
TYCORO,503,1,4,1618,5.372805632073609,2.1749454887218045,0,2.347,0.96,0.3170731707317074,3,0.0014407703133926955,0.8945337987542327,1.1192628227984596,1974,1,-1.148622709242771,0.8531379168688864,-0.040821994520255166
TYCORO,503,1,4,1620,5.839337072235881,1.8997180451127815,0,2.05,0.9405,0.40082644628099173,3,7.391970792748352e-4,0.8945337987542327,0.4518942025238992,1974,1,-0.9142267476533036,0.7178397931503168,-0.06134363024105197
TYMARK,510,1,4,1622,7.6141849424184365,1.6291240601503756,0,1.7579999999999998,1.1328,0.4326241134751773,3,1.9833340300712065e-4,0.8945337987542327,-0.8637208984244413,1974,1,-0.837886026204857,0.5641767992629851,0.1246924439573183
VV144 ,518,6,4,1626,10.01986445560302,1.6643383458646617,1,1.796,1.1656,0.37794729542302363,3,1.6260468486545992e-4,0.8945337987542327,-1.0623483576889594,1974,1,-0.9730005231816502,0.5855619698800079,0.153235975898858
VV164E,520,6,4,1627,14.188221453574624,1.5457218045112782,1,1.668,1.3056,0.40191387559808617,3,1.921742402073492e-4,0.8945337987542327,-0.8952679050207291,1974,1,-0.9115174531214972,0.5116253039365549,0.2666627052277056
VW412 ,539,7,4,1625,8.316010500227767,1.6643383458646617,0,1.796,1.2144000000000001,0.30443974630021137,3,3.2398311107395176e-4,0.8945337987542327,-0.37297897847956385,1974,1,-1.1892820889159326,0.5855619698800079,0.19425012765922856
VWBEET,540,7,4,1623,5.324124090491459,2.294488721804511,0,2.476,1.0004,0.2512288367012562,3,0.0033953987430848766,0.8945337987542327,1.976506116596406,1974,1,-1.38139105519137,0.9066443548223496,3.999200213268913e-4
VWDASH,542,7,4,1624,8.336294475886996,1.9618063909774437,0,2.117,1.0899,0.3658536585365854,3,5.188606942296169e-4,0.8945337987542327,0.09796506864968002,1974,1,-1.0055218656020977,0.7499999921527281,0.08608594891312898
AD100L,4,7,5,1629,11.434524717862008,1.7079365079365079,0,1.8,1.2972,0.3750493485984998,4,2.8104628981569165e-4,0.8918024482962109,-0.5120929286079967,1975,1,-0.9806976654070887,0.5877866649021191,0.2602080954510258
ADFOX ,14,7,5,1630,9.014450368419629,1.9925925925925927,0,2.1,1.1245,0.3974484789008833,4,4.158947122840243e-4,0.8918024482962109,-0.12018018405892317,1975,1,-0.9226899661161855,0.7419373447293773,0.11733849241723338
AMGREM,23,15,5,597,5.200323974367584,1.8028218694885358,0,1.9,1.2141,0.33407572383073497,4,9.141861199171093e-4,0.8918024482962109,0.6674218662033118,1975,1,-1.0963875936459986,0.6418538861723947,0.19400306156779248
AMHORN,24,15,5,599,5.806271929757918,1.7079365079365079,0,1.8,1.3464,0.3471017007983339,4,0.0013427340222597335,0.8918024482962109,1.0518508126331154,1975,1,-1.0581374561023915,0.5877866649021191,0.2974343638944592
AMMATA,26,15,5,602,6.415937357267213,1.5181657848324515,0,1.6,1.6848,0.3067484662576688,4,8.378003760275571e-4,0.8918024482962109,0.580167540525161,1975,1,-1.1817271953786161,0.47000362924573563,0.5216468623975741
AMPACE,27,15,5,601,6.1315507401668405,1.7079365079365079,0,1.8,1.3588,0.3005008347245409,4,0.0013280222871807539,0.8918024482962109,1.0408337955961553,1975,1,-1.2023047472252388,0.5877866649021191,0.3066019573042918
ARALFE,30,20,5,1628,12.443818398159406,1.8028218694885358,0,1.9,1.1088,0.5177578091570388,4,7.372335899652792e-5,0.8918024482962109,-1.8502926208011807,1975,1,-0.6582476959480714,0.6418538861723947,0.10327834945350174
BKCENT,38,19,5,609,7.330435498531153,1.5181657848324515,0,1.6,1.6906,0.29490616621983917,4,0.002681584256247684,0.8918024482962109,1.7435507224261482,1975,1,-1.2210980538513991,0.47000362924573563,0.5250834955126903
BKELCT,41,19,5,616,11.525602784776506,1.0437389770723104,0,1.1,1.8719999999999999,0.4356141096472587,4,0.0013386306558524435,0.8918024482962109,1.0487901550179703,1975,1,-0.8309984971548542,0.09531017980432493,0.6270073780554002
BKLSAB,45,19,5,614,8.867610219720746,1.1386243386243384,0,1.2,1.816,0.37887485648679675,4,0.0015362921487092921,0.8918024482962109,1.186514779789289,1975,1,-0.970549322391977,0.1823215567939546,0.5966362801791015
BKRIVE,50,19,5,617,11.93266598180253,1.1386243386243384,0,1.2,1.784,0.4516413306895792,4,1.9731840202011887e-4,0.8918024482962109,-0.8657936389004917,1975,1,-0.7948669303240118,0.1823215567939546,0.5788580341578177
BKSKYH,52,19,5,604,7.17430166953487,1.8028218694885358,0,1.9,1.1880000000000002,0.3682918274289723,4,4.150438470089341e-4,0.8918024482962109,-0.12222814672225724,1975,1,-0.9988796457611029,0.6418538861723947,0.17227122094045333
BKSKYL,53,19,5,606,6.436383453921487,1.5181657848324515,0,1.6,1.4069999999999998,0.32924274169410356,4,9.335501667421467e-4,0.8918024482962109,0.6883823852071389,1975,1,-1.1109599835702946,0.47000362924573563,0.34145977813225187
BW2002,55,8,5,1631,11.040472673252342,1.8028218694885358,0,1.9,1.0521,0.296969696969697,4,1.868335460496521e-4,0.8918024482962109,-0.9203942244364125,1975,1,-1.2141251757899538,0.6418538861723947,0.050788166832105096
BW530I,69,8,5,1632,16.908502413029296,1.3283950617283948,0,1.4,1.292,0.4055299539170507,4,4.3490194463886256e-5,0.8918024482962109,-2.378076818753387,1975,1,-0.902560539062253,0.3364722366212129,0.25619140536041013
CDCALA,86,19,5,618,15.570212450204016,1.0437389770723104,1,1.1,1.848,0.37350108118734027,4,0.0026706190731057957,0.8918024482962109,1.7394532702897338,1975,1,-0.9848343796682332,0.09531017980432493,0.6141039732194925
CDDEVI,89,19,5,619,16.358316539423345,1.0437389770723104,1,1.1,1.848,0.3692188107267781,4,3.641017195712737e-4,0.8918024482962109,-0.2531790388453583,1975,1,-0.9963658276871576,0.09531017980432493,0.6141039732194925
CDELDR,91,19,5,620,18.466123230873162,1.0437389770723104,1,1.1,1.8,0.37196554424432265,4,6.301618016386018e-4,0.8918024482962109,0.2953642975936681,1975,1,-0.988954051997898,0.09531017980432493,0.5877866649021191
CRCORD,107,16,5,639,9.427089773624092,1.2335097001763669,0,1.3,1.6848,0.4528301886792453,4,0.002044039139802654,0.8918024482962109,1.4720707829566706,1975,1,-0.7922380832041762,0.26236426446749106,0.5216468623975741
CRNEWP,121,16,5,640,9.021885312657547,1.0437389770723104,0,1.1,1.8239999999999998,0.3941441441441441,4,0.0010995100662851496,0.8918024482962109,0.852007648467711,1975,1,-0.9310385885087108,0.09531017980432493,0.6010318916521395
CVCAMA,130,19,5,631,6.579506130501413,1.5181657848324515,0,1.6,1.47,0.30692779888921373,4,0.0019903248384042158,0.8918024482962109,1.4454408229610696,1975,1,-1.1811427418260354,0.47000362924573563,0.3852624007906449
